[2026-08-01T17:07:13.721348+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="wow"
[2026-08-01T18:49:53.797795+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:53.837174+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:53.924993+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:53.976688+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:54.056265+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:54.195591+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:54.196426+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:54.259865+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo echo echo echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:54.375261+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo echo echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:54.496024+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:54.499977+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:54.518443+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:54.633916+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:59.107483+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:59.125018+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:59.319498+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:59.354452+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:59.500661+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:59.689946+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:59.751541+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:49:59.871727+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo echo echo echo echo echo meow"
[2026-08-01T18:49:59.962800+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:00.045338+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:00.088109+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo echo echo echo echo meow"
[2026-08-01T18:50:00.229712+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo echo echo echo meow"
[2026-08-01T18:50:00.335517+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo echo echo meow"
[2026-08-01T18:50:00.404139+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:00.434151+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:00.504141+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo echo meow"
[2026-08-01T18:50:00.588717+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:00.661432+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo meow"
[2026-08-01T18:50:00.796148+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo meow"
[2026-08-01T18:50:00.818690+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:00.869394+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:00.912400+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo meow"
[2026-08-01T18:50:01.020806+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:01.325463+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="meow"
[2026-08-01T18:50:05.379289+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:05.515141+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T18:50:29.920694+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="fiaguhop137" (1342173566828810271) | Content="lol"
[2026-08-01T18:59:05.375229+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="guys i got a new mouse"
[2026-08-01T18:59:14.898386+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="nice!"
[2026-08-01T18:59:20.700178+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="and i got some copper and red 3d print filamens"
[2026-08-01T18:59:21.207678+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="brb"
[2026-08-01T19:04:36.330732+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="back :D"
[2026-08-01T19:04:39.812479+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="ima print this"
[2026-08-01T19:04:45.755652+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="https://www.printables.com/model/205761-kris-amiibo-figure/files"
[2026-08-01T19:04:46.710659+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="in copper"
[2026-08-01T19:04:54.356205+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="after my dads stuff finishes"
[2026-08-01T19:05:02.344338+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="tha way i have a statue of kris"
[2026-08-01T19:05:03.345518+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="lol"
[2026-08-01T19:05:06.953861+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="nice!"
[2026-08-01T19:05:28.247225+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i suck at modeling so i js download models lol"
[2026-08-01T19:05:41.048256+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="best thing ive done was a really crappy toothbrush holder in tinkercad"
[2026-08-01T19:07:24.062708+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="https://makerworld.com/en/models/1603100-deltarune-tenna-figure-no-ams-required"
[2026-08-01T19:07:27.855742+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="I FOUND TENNA"
[2026-08-01T19:10:26.747843+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="oh theres spamton oo"
[2026-08-01T19:10:32.797122+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="and ralsei"
[2026-08-01T19:10:42.287234+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="wowwie there are people so much better than me at 3d modelling"
[2026-08-01T19:21:14.843085+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="hey twi wanna get on drgns serv"
[2026-08-01T19:21:28.562618+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="also yay i got a good mouse"
[2026-08-01T19:23:12.910526+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="echo echo echo echo echo meow"
[2026-08-01T19:23:13.524631+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo echo echo meow"
[2026-08-01T19:23:13.682588+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T19:23:13.720770+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo echo echo meow"
[2026-08-01T19:23:13.873776+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="echo echo meow"
[2026-08-01T19:23:13.901092+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T19:23:14.045509+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="echo meow"
[2026-08-01T19:23:14.049816+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T19:23:14.166299+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="meow"
[2026-08-01T19:23:14.549286+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T19:23:14.549883+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T19:30:05.072866+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="~test"
[2026-08-01T19:30:05.380142+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
# Diagnostic Report
-----------------------------------------
• Status: Online
• Host Machine: plasmadmin-xps-8910(firebot)
• Discord Server: Yap (1463624406470230232)
• Plasma Status: Active | Height: 5/7 | Admin: Yes | Color: 0xaa0055
• Latency: 38ms
• Environment: Loaded
• Connected Guilds: 2
• Core Permissions: Administrator
-----------------------------------------
```"
[2026-08-01T19:30:05.582567+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Executed test diagnostics across 1 target(s).`"
[2026-08-01T19:30:05.584927+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
[Test Output for Yap -> #remote-controlled-bob]
```markdown
# Diagnostic Report
-----------------------------------------
• Status: Online
• Host Machine: plasmadmin-xps-8910(firebot)
• Discord Server: Yap (1463624406470230232)
• Plasma Status: Active | Height: 5/7 | Admin: Yes | Color: 0xaa0055
• Latency: 38ms
• Environment: Loaded
• Connected Guilds: 2
• Core Permissions: Administrator
-----------------------------------------
```
```"
[2026-08-01T19:39:18.758751+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="reboot"
[2026-08-01T19:39:18.961223+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote] Reboot flag set. Initiating standard background restart...`"
[2026-08-01T19:42:26.570460+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
[Console Controller Active] Connected to 2 guild(s).
```"
[2026-08-01T19:42:26.763262+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
Commands: test, echo <msg>, spam <number> <msg>, stop, delay <seconds> <cmd>, set, servers, help, reboot <-c>, exit
```"
[2026-08-01T19:42:26.763985+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
Current Target Server: 'yap' | Target Channel: '#everyone'
```"
[2026-08-01T19:42:30.728901+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
[Console] Reboot flag set. Initiating standard background restart...
```"
[2026-08-01T19:42:36.255513+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
[Console Controller Active] Connected to 2 guild(s).
```"
[2026-08-01T19:42:36.491412+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
Current Target Server: 'yap' | Target Channel: '#everyone'
```"
[2026-08-01T19:42:36.491514+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
Commands: test, echo <msg>, spam <number> <msg>, stop, delay <seconds> <cmd>, set, servers, help, reboot <-c>, exit
```"
[2026-08-01T19:42:46.015821+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="reboot"
[2026-08-01T19:42:46.123141+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote] Reboot flag set. Initiating standard background restart...`"
[2026-08-01T19:42:51.852463+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
[Console Controller Active] Connected to 2 guild(s).
```"
[2026-08-01T19:42:51.986673+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
Current Target Server: 'yap' | Target Channel: '#everyone'
```"
[2026-08-01T19:42:52.031222+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```text
Commands: test, echo <msg>, spam <number> <msg>, stop, delay <seconds> <cmd>, set, servers, help, reboot <-c>, exit
```"
[2026-08-01T19:43:05.678472+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="echo test"
[2026-08-01T19:43:05.878954+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="test"
[2026-08-01T19:43:06.019557+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T19:47:11.028951+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="echo [Chorus]
She's the nya nya girl with the mya mya brigade
If I burn in hell it's fine, Pretty revolution!
Protecting the world
Keep the rhythm with my purrs too
She's saving the day
Mew Mew help me～
She's the nya nya girl who is ready to play
If I kiss in heaven it's fine, Cutie revolution!
Slaughtering the world
While forgetting my lunch
She's saving the day
Mew Mew help me～
She is saving the day
Collecting kitties～
She is saving the day
I don't know the lyrics～
Lеt's use Cutie Mew Mеw Magic to transform!

[Interlude]
Meow, meow-meow-meow-meow
Meow-meow-meow-meow, meow-meow, meow
Meow, meow-meow-meow-meow
Meow-meow-meow-meow, meow-meow, meow

[Bridge]
To the sweet you, Bullet, bullet, wish you luck
Hear my grumpy singing voice, Mew it, mew it, you'll be struck
But with a dreaming heart, squeeze, and squeeze, and be filled with determination
Cutie's here
Kitty's here
To save you
You might also like
Flower Man
Toby Fox
Cutie Mew Mew Magic (Romanized)
Genius Romanizations
Cutie Mew Mew Magic
Toby Fox
[Chorus]
She's the nya nya girl with the mya mya brigade
If I burn in hell it's fine, Pretty revolution!
Protecting the world
Keep the rhythm with my purrs too
She's saving the day
Mew Mew help me～
She's the nya nya girl who is ready to play
If I kiss in heaven it's fine, Cutie revolution!
Slaughtering the world
While forgetting my lunch
She's saving the day
Mew Mew help me～
She is saving the day
Collecting kitties～
She is saving the day
I don't know the lyrics～
Let's use Cutie Mew Mew Magic to transform!

[Outro]
Nya～, Nyan, Nya～, Nyan
Nya～, Nya～n, Nya～n, Nyan
Nya～, Nyan, Nya～, Nyan
Nya～n, Nya～n, Nyan​​​​​​​"
[2026-08-01T19:47:11.207020+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="bobbot9000#8975" (1533157532510584894) | Content="[Chorus]
She's the nya nya girl with the mya mya brigade
If I burn in hell it's fine, Pretty revolution!
Protecting the world
Keep the rhythm with my purrs too
She's saving the day
Mew Mew help me～
She's the nya nya girl who is ready to play
If I kiss in heaven it's fine, Cutie revolution!
Slaughtering the world
While forgetting my lunch
She's saving the day
Mew Mew help me～
She is saving the day
Collecting kitties～
She is saving the day
I don't know the lyrics～
Lеt's use Cutie Mew Mеw Magic to transform!

[Interlude]
Meow, meow-meow-meow-meow
Meow-meow-meow-meow, meow-meow, meow
Meow, meow-meow-meow-meow
Meow-meow-meow-meow, meow-meow, meow

[Bridge]
To the sweet you, Bullet, bullet, wish you luck
Hear my grumpy singing voice, Mew it, mew it, you'll be struck
But with a dreaming heart, squeeze, and squeeze, and be filled with determination
Cutie's here
Kitty's here
To save you
You might also like
Flower Man
Toby Fox
Cutie Mew Mew Magic (Romanized)
Genius Romanizations
Cutie Mew Mew Magic
Toby Fox
[Chorus]
She's the nya nya girl with the mya mya brigade
If I burn in hell it's fine, Pretty revolution!
Protecting the world
Keep the rhythm with my purrs too
She's saving the day
Mew Mew help me～
She's the nya nya girl who is ready to play
If I kiss in heaven it's fine, Cutie revolution!
Slaughtering the world
While forgetting my lunch
She's saving the day
Mew Mew help me～
She is saving the day
Collecting kitties～
She is saving the day
I don't know the lyrics～
Let's use Cutie Mew Mew Magic to transform!

[Outro]
Nya～, Nyan, Nya～, Nyan
Nya～, Nya～n, Nya～n, Nyan
Nya～, Nyan, Nya～, Nyan
Nya～n, Nya～n, Nyan​​​​​​​"
[2026-08-01T19:47:11.346974+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T19:47:25.160800+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="wow it didn't echo"
[2026-08-01T19:47:39.598748+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="set server yap"
[2026-08-01T19:47:39.745675+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote] Target server updated to: Yap`"
[2026-08-01T19:47:39.927386+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Active Targets] Server: Yap | Channel: #emberbot137-remote-console`"
[2026-08-01T19:47:43.590336+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="set channel everyone"
[2026-08-01T19:47:43.795235+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote] Target channel updated to: #everyone`"
[2026-08-01T19:47:43.912564+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Active Targets] Server: Yap | Channel: #everyone`"
[2026-08-01T19:47:49.429218+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="echo [Chorus]
She's the nya nya girl with the mya mya brigade
If I burn in hell it's fine, Pretty revolution!
Protecting the world
Keep the rhythm with my purrs too
She's saving the day
Mew Mew help me～
She's the nya nya girl who is ready to play
If I kiss in heaven it's fine, Cutie revolution!
Slaughtering the world
While forgetting my lunch
She's saving the day
Mew Mew help me～
She is saving the day
Collecting kitties～
She is saving the day
I don't know the lyrics～
Lеt's use Cutie Mew Mеw Magic to transform!

[Interlude]
Meow, meow-meow-meow-meow
Meow-meow-meow-meow, meow-meow, meow
Meow, meow-meow-meow-meow
Meow-meow-meow-meow, meow-meow, meow

[Bridge]
To the sweet you, Bullet, bullet, wish you luck
Hear my grumpy singing voice, Mew it, mew it, you'll be struck
But with a dreaming heart, squeeze, and squeeze, and be filled with determination
Cutie's here
Kitty's here
To save you
You might also like
Flower Man
Toby Fox
Cutie Mew Mew Magic (Romanized)
Genius Romanizations
Cutie Mew Mew Magic
Toby Fox
[Chorus]
She's the nya nya girl with the mya mya brigade
If I burn in hell it's fine, Pretty revolution!
Protecting the world
Keep the rhythm with my purrs too
She's saving the day
Mew Mew help me～
She's the nya nya girl who is ready to play
If I kiss in heaven it's fine, Cutie revolution!
Slaughtering the world
While forgetting my lunch
She's saving the day
Mew Mew help me～
She is saving the day
Collecting kitties～
She is saving the day
I don't know the lyrics～
Let's use Cutie Mew Mew Magic to transform!

[Outro]
Nya～, Nyan, Nya～, Nyan
Nya～, Nya～n, Nya～n, Nyan
Nya～, Nyan, Nya～, Nyan
Nya～n, Nya～n, Nyan​​​​​​​"
[2026-08-01T19:47:49.633781+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="[Chorus]
She's the nya nya girl with the mya mya brigade
If I burn in hell it's fine, Pretty revolution!
Protecting the world
Keep the rhythm with my purrs too
She's saving the day
Mew Mew help me～
She's the nya nya girl who is ready to play
If I kiss in heaven it's fine, Cutie revolution!
Slaughtering the world
While forgetting my lunch
She's saving the day
Mew Mew help me～
She is saving the day
Collecting kitties～
She is saving the day
I don't know the lyrics～
Lеt's use Cutie Mew Mеw Magic to transform!

[Interlude]
Meow, meow-meow-meow-meow
Meow-meow-meow-meow, meow-meow, meow
Meow, meow-meow-meow-meow
Meow-meow-meow-meow, meow-meow, meow

[Bridge]
To the sweet you, Bullet, bullet, wish you luck
Hear my grumpy singing voice, Mew it, mew it, you'll be struck
But with a dreaming heart, squeeze, and squeeze, and be filled with determination
Cutie's here
Kitty's here
To save you
You might also like
Flower Man
Toby Fox
Cutie Mew Mew Magic (Romanized)
Genius Romanizations
Cutie Mew Mew Magic
Toby Fox
[Chorus]
She's the nya nya girl with the mya mya brigade
If I burn in hell it's fine, Pretty revolution!
Protecting the world
Keep the rhythm with my purrs too
She's saving the day
Mew Mew help me～
She's the nya nya girl who is ready to play
If I kiss in heaven it's fine, Cutie revolution!
Slaughtering the world
While forgetting my lunch
She's saving the day
Mew Mew help me～
She is saving the day
Collecting kitties～
She is saving the day
I don't know the lyrics～
Let's use Cutie Mew Mew Magic to transform!

[Outro]
Nya～, Nyan, Nya～, Nyan
Nya～, Nya～n, Nya～n, Nyan
Nya～, Nyan, Nya～, Nyan
Nya～n, Nya～n, Nyan​​​​​​​"
[2026-08-01T19:47:49.729964+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-01T19:48:04.482076+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="yay"
[2026-08-01T19:48:06.943150+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="yay"
[2026-08-01T19:48:10.933945+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="silly"
[2026-08-01T20:35:42.694311+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="servers"
[2026-08-01T20:35:43.004138+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
# Connected Servers
 - Yap(1463624406470230232)
 ↳ Channels: emberbot137-remote-console, plasma, plasma-dragon, plasma-frog, plasma-twi, plasma-dragon-twi, plasma-dragon-frog, everyone, remote-controlled-bob
 - Rainbows and Clouds(1511895185007579206)
 ↳ Channels: rainbows, info
 - Gay Programmers(1531134680651268177)
 ↳ Channels: general
```"
[2026-08-01T20:40:30.226436+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="set server gay"
[2026-08-01T20:40:30.380948+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote] Target server updated to: Gay Programmers`"
[2026-08-01T20:40:30.540952+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Active Targets] Server: Gay Programmers | Channel: #everyone`"
[2026-08-01T20:40:37.667772+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="fiaguhop137" (1342173566828810271) | Content="set channel ge"
[2026-08-01T20:40:38.014522+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Remote] Target channel updated to: #general`"
[2026-08-01T20:40:38.221686+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="`[Active Targets] Server: Gay Programmers | Channel: #general`"
